"track_artist","track_popularity","playlist_genre","playlist_subgenre","release_date","duration_min","danceability","energy","loudness","speechiness","acousticness","liveness","tempo"
"Tyga",37,"rap","southern hip hop",2014-11-22,2.93441666666667,0.913,0.449,-9.439,0.0794,0.183,0.0861,97.527
"Sak Noel",0,"rap","southern hip hop",2016-05-06,3.43866666666667,0.57,0.731,-4.62,0.317,0.00373,0.0364,199.891
"Omarion",70,"rap","southern hip hop",2014-12-02,3.77635,0.733,0.676,-5.655,0.0432,0.0697,0.208,97.448
"Major Lazer",37,"rap","southern hip hop",2014-11-21,3.54155,0.7,0.887,-2.133,0.05,0.0843,0.101,110.015
"Ghost Town DJs",6,"rap","southern hip hop",1996-06-04,5.78066666666667,0.885,0.477,-9.196,0.0664,0.000131,0.336,130.078
"Skrillex",72,"rap","southern hip hop",2016-07-22,3.59183333333333,0.457,0.899,-2.591,0.132,0.0019,0.831,147.268
"Soulja Boy",7,"rap","southern hip hop",2007-01-01,3.69888333333333,0.732,0.731,-2.171,0.0924,0.526,0.0496,140.211
"Fetty Wap",1,"rap","southern hip hop",2015-09-25,3.70155,0.746,0.873,-3.803,0.128,0.0244,0.354,148.075
"Kevin Gates",65,"rap","southern hip hop",2014-12-15,3.49511666666667,0.492,0.698,-5.606,0.171,0.0524,0.428,139.953
"Chris Brown",73,"rap","southern hip hop",2015-02-24,3.75378333333333,0.823,0.563,-5.095,0.0443,0.0399,0.0851,98.031
"Coldplay",74,"rap","southern hip hop",2015-12-04,4.39645,0.638,0.924,-3.887,0.0359,0.00205,0.149,111.995
"Don Omar",0,"rap","southern hip hop",2014-02-18,3.31995,0.699,0.899,-5.601,0.12,0.121,0.043,130.102
NA,0,"rap","southern hip hop",2012-01-05,4.71178333333333,0.714,0.821,-7.635,0.176,0.041,0.116,95.999
"Eminem",11,"rap","southern hip hop",2005-12-06,4.85355,0.919,0.657,-2.823,0.0907,0.00293,0.356,112.23
"J Balvin",10,"rap","southern hip hop",2016-06-24,3.42666666666667,0.508,0.687,-4.361,0.326,0.551,0.126,180.044
"J Balvin",5,"rap","southern hip hop",2015-06-23,2.83643333333333,0.784,0.809,-6.458,0.0824,0.235,0.0772,102.048
"DJ Snake",9,"rap","southern hip hop",2014-10-14,4.12111666666667,0.407,0.725,-5.346,0.188,0.0141,0.306,196.093
"Willy William",0,"rap","southern hip hop",2015-11-20,3.46,0.742,0.919,-2.562,0.0316,0.285,0.365,99.999
"Kid Ink",3,"rap","southern hip hop",2013-09-17,3.66066666666667,0.491,0.512,-7.274,0.123,0.0347,0.135,98.092
"Ludacris",39,"rap","southern hip hop",2004-01-01,3.91821666666667,0.964,0.636,-5.596,0.109,0.0393,0.15,126.705
"Calvin Harris",79,"rap","southern hip hop",2016-04-29,3.70266666666667,0.63,0.928,-2.787,0.0331,0.199,0.148,123.963
"G-Eazy",74,"rap","southern hip hop",2014-06-20,3.94133333333333,0.712,0.562,-6.008,0.129,0.125,0.136,140
"Michael Jackson",77,"rap","southern hip hop",1982-11-30,4.30066666666667,0.779,0.867,-3.704,0.0457,0.0491,0.197,138.858
"Terror Squad",5,"rap","southern hip hop",2004-01-01,4.12378333333333,0.799,0.916,-3.344,0.471,0.11,0.0746,126.687
"Avicii",25,"rap","southern hip hop",2013-01-01,4.12378333333333,0.532,0.783,-5.697,0.0523,0.0038,0.161,124.08
"Martin Garrix",2,"rap","southern hip hop",2014-03-10,3.44083333333333,0.584,0.96,-4.492,0.0379,0.0104,0.175,128.003
"Martin Garrix",0,"rap","southern hip hop",2013-12-16,3.37353333333333,0.565,0.916,-4.715,0.052,0.00439,0.617,127.844
"Dimitri Vegas & Like Mike",0,"rap","southern hip hop",2013-06-11,4.72845,0.452,0.936,-3.075,0.107,0.00298,0.372,128.161
"Bassjackers",0,"rap","southern hip hop",2016-06-20,2.62516666666667,0.711,0.895,-1.567,0.0323,0.00977,0.149,128.014
"Bassjackers",56,"rap","southern hip hop",2015-04-28,4.65625,0.649,0.973,-4.391,0.0882,0.000639,0.133,127.951
"UGK",42,"rap","southern hip hop",1996-07-30,5.42288333333333,0.663,0.606,-7.552,0.203,0.579,0.217,79.721
"UGK",33,"rap","southern hip hop",1996-07-30,5.54378333333333,0.733,0.531,-11.217,0.326,0.13,0.354,171.632
"UGK",49,"rap","southern hip hop",1994-08-30,5.23,0.818,0.633,-5.598,0.105,0.0192,0.0444,150
"UGK",17,"rap","southern hip hop",2014-03-14,5.94866666666667,0.842,0.478,-9.489,0.163,0.005,0.112,156.079
"Juvenile",37,"rap","southern hip hop",1998-01-01,4.38333333333333,0.708,0.781,-8.131,0.0492,0.0737,0.0986,163.518
"Juvenile",31,"rap","southern hip hop",1998-01-01,4.5542,0.836,0.757,-7.914,0.244,0.155,0.211,93.004
"Juvenile",39,"rap","southern hip hop",1998-01-01,5.06,0.653,0.79,-7.608,0.0812,0.0175,0.0738,175.941
"DJ Dow Jones",0,"rap","southern hip hop",2014-05-26,4.08311666666667,0.712,0.662,-7.75,0.369,0.523,0.167,172.967
"Juvenile",22,"rap","southern hip hop",2003-01-01,4.07978333333333,0.794,0.82,-4.909,0.18,0.0432,0.113,156.882
"Juvenile",48,"rap","southern hip hop",2006-02-27,3.96578333333333,0.7,0.547,-7.907,0.156,0.0532,0.068,157.137
"Ludacris",51,"rap","southern hip hop",2000-01-01,5.01555,0.623,0.896,-4.719,0.247,0.035,0.0941,95.158
"Ludacris",57,"rap","southern hip hop",2004-01-01,4.51245,0.555,0.639,-5.16,0.263,0.0594,0.118,171.609
"Ludacris",46,"rap","southern hip hop",2001-01-01,3.84221666666667,0.589,0.809,-6.327,0.41,0.0235,0.324,103.103
"Ludacris",30,"rap","southern hip hop",2004-01-01,4.762,0.527,0.846,-5.151,0.318,0.252,0.168,146.925
"Ludacris",31,"rap","southern hip hop",2004-01-01,4.35066666666667,0.542,0.659,-5.223,0.38,0.0795,0.135,89.592
"Ludacris",54,"rap","southern hip hop",2004-01-01,5.49378333333333,0.495,0.883,-4.087,0.299,0.287,0.138,92.136
"Petey Pablo",63,"rap","southern hip hop",NA,3.91978333333333,0.756,0.691,-3.718,0.178,0.0744,0.364,104.999
"Trick Daddy",5,"rap","southern hip hop",1999-08-16,4.48711666666667,0.73,0.573,-10.496,0.146,0.329,0.194,158.973
"Trick Daddy",16,"rap","southern hip hop",2001-03-20,3.39221666666667,0.859,0.771,-6.221,0.128,0.0502,0.165,125.023
"Master P",49,"rap","southern hip hop",NA,5.10778333333333,0.601,0.73,-6.88,0.464,0.0121,0.229,83.233
"Master P",41,"rap","southern hip hop",NA,5.42933333333333,0.828,0.657,-6.958,0.201,0.0981,0.408,125.567
"Hot Boys",47,"rap","southern hip hop",1999-07-27,4.88066666666667,0.815,0.797,-6.304,0.186,0.0557,0.641,96.006
"Hot Boys",30,"rap","southern hip hop",1999-07-27,4.99445,0.691,0.875,-5.804,0.0737,0.0633,0.343,87.343
"Hot Boys",28,"rap","southern hip hop",1999-07-27,4.18733333333333,0.681,0.803,-5.451,0.327,0.0357,0.107,180.138
"Hot Boys",22,"rap","southern hip hop",1999-07-27,3.95333333333333,0.752,0.879,-4.606,0.24,0.225,0.13,88.014
"Big Mike",34,"rap","southern hip hop",NA,4.81488333333333,0.657,0.523,-12.62,0.272,0.0316,0.0461,155.847
"Big Mike",22,"rap","southern hip hop",NA,3.76,0.877,0.694,-10.506,0.18,0.132,0.0742,97.92
"South Circle",17,"rap","southern hip hop",1995-07-04,3.22711666666667,0.704,0.62,-6.454,0.296,0.132,0.112,75.168
"South Circle",19,"rap","southern hip hop",1995-07-04,4.93845,0.8,0.707,-3.161,0.204,0.0425,0.288,91.229
"Scarface",52,"rap","southern hip hop",2010-01-01,4.02621666666667,0.742,0.788,-9.197,0.31,0.00961,0.0864,85.835
"Scarface",49,"rap","southern hip hop",NA,2.438,0.88,0.818,-7.427,0.359,0.0353,0.713,81.93
"Do Or Die",51,"rap","southern hip hop",NA,3.91378333333333,0.81,0.428,-14.248,0.272,0.0623,0.116,142.075
"OutKast",59,"rap","southern hip hop",1994-04-26,4.35445,0.857,0.764,-6.304,0.246,0.0402,0.425,93.071
"OutKast",50,"rap","southern hip hop",1996-08-27,2.7,0.809,0.718,-4.398,0.287,0.0127,0.062,93.031
"OutKast",49,"rap","southern hip hop",2001-10-04,4.92245,0.815,0.852,-6.176,0.401,0.0958,0.0288,184.666
"OutKast",8,"rap","southern hip hop",2001-10-04,4.92266666666667,0.814,0.85,-6.112,0.394,0.0943,0.0277,184.587
"Goodie Mob",36,"rap","southern hip hop",1998-04-07,3.42866666666667,0.797,0.668,-8.648,0.226,0.0134,0.216,156.026
"Goodie Mob",31,"rap","southern hip hop",1998-04-07,4.06666666666667,0.854,0.487,-8.599,0.417,0.0321,0.103,153.389
"Goodie Mob",21,"rap","southern hip hop",1998-04-07,2.49,0.857,0.774,-6.101,0.283,0.0432,0.21,94.724
"Lil' Troy",18,"rap","southern hip hop",NA,3.82178333333333,0.742,0.769,-7.502,0.236,0.00452,0.328,92.178
"Lil' Troy",12,"rap","southern hip hop",NA,2.98511666666667,0.875,0.597,-8.141,0.293,0.000179,0.317,87.191
"DJ DMD",11,"rap","southern hip hop",1998-01-01,4.22711666666667,0.809,0.782,-5.422,0.24,0.0225,0.186,153.806
"DJ DMD",6,"rap","southern hip hop",1998-01-01,4.98888333333333,0.819,0.66,-5.782,0.253,0.0074,0.115,80.911
"DJ DMD",13,"rap","southern hip hop",1998-01-01,4.82845,0.772,0.663,-6.683,0.145,0.0189,0.33,84.18
"DJ DMD",7,"rap","southern hip hop",1998-01-01,4.48155,0.812,0.671,-5.26,0.145,0.00748,0.25,90.265
"DJ DMD",4,"rap","southern hip hop",NA,4.81421666666667,0.826,0.638,-6.371,0.258,0.00564,0.414,167.848
"Three 6 Mafia",41,"rap","southern hip hop",2006-06-20,3.04111666666667,0.808,0.741,-4.76,0.0535,0.113,0.0815,80.004
"Three 6 Mafia",23,"rap","southern hip hop",2006-06-20,4.20821666666667,0.793,0.861,-5.461,0.0927,0.22,0.0676,152.028
"Three 6 Mafia",45,"rap","southern hip hop",2006-06-20,2.81978333333333,0.85,0.705,-7.537,0.0616,0.022,0.0721,160.961
"Three 6 Mafia",43,"rap","southern hip hop",2006-06-20,3.57578333333333,0.825,0.745,-7.273,0.109,0.00857,0.0893,169.836
"Mystikal",42,"rap","southern hip hop",2001-12-18,4.32578333333333,0.883,0.896,-3.695,0.208,0.268,0.0564,93.928
"Mystikal",51,"rap","southern hip hop",2000-09-26,4.28288333333333,0.914,0.607,-5.658,0.32,0.0626,0.0515,98.054
"Sean Price",26,"rap","southern hip hop",2017-08-08,3.15891666666667,0.444,0.887,-4.14,0.36,0.0177,0.0831,80.195
"Raekwon",12,"rap","southern hip hop",2017-03-24,3.1788,0.461,0.841,-6.748,0.34,0.0141,0.253,75.524
"Raekwon",25,"rap","southern hip hop",2017-03-24,3.29896666666667,0.567,0.78,-5.811,0.109,0.00383,0.111,87.172
"Sheek Louch",8,"rap","southern hip hop",2015-12-04,2.94643333333333,0.842,0.687,-2.99,0.0586,0.128,0.886,110.007
"Royce Da 5'9""",27,"rap","southern hip hop",2016-04-15,3.52515,0.598,0.895,-4.76,0.32,0.0905,0.132,139.829
"Talib Kweli",13,"rap","southern hip hop",2017-04-14,2.52896666666667,0.696,0.213,-10.582,0.235,0.0426,0.11,86.977
"Rick Ross",0,"rap","southern hip hop",2015-12-04,7.62245,0.677,0.713,-4.108,0.148,0.105,0.0867,87.489
"Rick Ross",0,"rap","southern hip hop",2015-12-04,4.22045,0.664,0.778,-5.191,0.14,0.00018,0.369,145.964
"Rick Ross",0,"rap","southern hip hop",2015-12-04,3.22888333333333,0.552,0.752,-5.454,0.191,0.0247,0.513,84.337
"Rick Ross",0,"rap","southern hip hop",2015-12-04,4.02311666666667,0.52,0.709,-5.194,0.109,0.0156,0.103,79.033
"Rick Ross",50,"rap","southern hip hop",2017-03-17,5.69466666666667,0.481,0.716,-5.996,0.622,0.0123,0.141,78.829
"Rick Ross",52,"rap","southern hip hop",2017-03-17,4.59533333333333,0.729,0.838,-4.476,0.313,0.00612,0.0721,136.869
"Rick Ross",52,"rap","southern hip hop",2017-03-17,4.03955,0.629,0.7,-6.212,0.264,0.0084,0.118,85.814
"Rick Ross",41,"rap","southern hip hop",2017-03-17,2.59866666666667,0.451,0.836,-1.995,0.0649,0.188,0.883,81.988
"Rick Ross",29,"rap","southern hip hop",2014-11-24,3.95666666666667,0.456,0.746,-5.897,0.154,0.0368,0.448,95.266
"Rick Ross",21,"rap","southern hip hop",2014-11-24,3.23221666666667,0.813,0.603,-5.454,0.321,0.316,0.36,123.172
"Rick Ross",0,"rap","southern hip hop",2014-01-01,3.27755,0.476,0.745,-4.674,0.368,0.00379,0.797,162.759
"Rick Ross",0,"rap","southern hip hop",2014-01-01,4.68421666666667,0.641,0.812,-5.952,0.261,0.173,0.394,84.505
"Rick Ross",1,"rap","southern hip hop",2014-01-01,5.17778333333333,0.683,0.833,-3.902,0.0838,0.00152,0.382,102.918
"Rick Ross",0,"rap","southern hip hop",2014-01-01,4.82711666666667,0.739,0.523,-6.293,0.0692,0.0815,0.382,125.99
"Rick Ross",0,"rap","southern hip hop",2014-01-01,4.93378333333333,0.5,0.708,-5.935,0.276,0.0404,0.109,78.002
"Rick Ross",0,"rap","southern hip hop",2012-01-01,3.38911666666667,0.611,0.74,-6.007,0.318,0.14,0.12,142.127
"Rick Ross",0,"rap","southern hip hop",2012-01-01,4.35821666666667,0.623,0.861,-3.675,0.29,0.235,0.16,87.795
"Rick Ross",0,"rap","southern hip hop",2012-01-01,4.27621666666667,0.5,0.867,-5.344,0.346,0.0815,0.59,154.379
"Rick Ross",0,"rap","southern hip hop",2012-01-01,5.23578333333333,0.309,0.874,-5.362,0.0747,0.063,0.322,91.634
"Rick Ross",0,"rap","southern hip hop",2012-01-01,8.25955,0.631,0.631,-7.239,0.0856,0.0159,0.231,86.98
"Rick Ross",0,"rap","southern hip hop",2012-01-01,3.742,0.583,0.79,-5.534,0.0993,0.0215,0.477,87.95
"Rick Ross",0,"rap","southern hip hop",2012-01-01,5.49066666666667,0.607,0.766,-5.987,0.0405,0.00522,0.0727,135.007
"Rick Ross",0,"rap","southern hip hop",2012-01-01,4.12111666666667,0.681,0.864,-5.884,0.297,0.0226,0.624,77.028
"Rick Ross",0,"rap","southern hip hop",2012-01-01,4.15245,0.466,0.777,-4.432,0.233,0.126,0.0772,163.964
"Rick Ross",0,"rap","southern hip hop",2012-01-01,4.21111666666667,0.553,0.776,-5.078,0.0586,0.222,0.314,82.558
"Rick Ross",0,"rap","southern hip hop",2012-01-01,6.85221666666667,0.429,0.938,-6.453,0.592,0.0441,0.0672,160.749
"Rick Ross",0,"rap","southern hip hop",2011-01-01,4.67778333333333,0.716,0.686,-6.555,0.145,0.00728,0.145,141.043
"Rick Ross",43,"rap","southern hip hop",2012-01-01,4.45245,0.435,0.712,-5.566,0.144,0.0383,0.109,125.789
"Ice Cube",0,"rap","southern hip hop",2017-06-09,3.45155,0.714,0.935,-2.776,0.243,0.134,0.128,91.972
"The Game",31,"rap","southern hip hop",2016-10-14,5.57445,0.513,0.684,-7.171,0.777,0.189,0.962,181.444
"The Game",35,"rap","southern hip hop",2016-10-14,3.79266666666667,0.578,0.894,-4.591,0.16,0.0374,0.105,143.168
"The Game",31,"rap","southern hip hop",2016-10-14,4.142,0.683,0.74,-5.512,0.274,0.0272,0.333,83.857
"The Game",30,"rap","southern hip hop",2016-10-14,4.24445,0.505,0.837,-6.826,0.252,0.0818,0.257,142.626
"The Game",39,"rap","southern hip hop",2016-10-14,5.06666666666667,0.55,0.703,-6.01,0.264,0.156,0.0931,156.503
"The Game",57,"rap","southern hip hop",2016-10-14,3.58828333333333,0.419,0.655,-6.679,0.247,0.0571,0.0962,76.835
"The Game",33,"rap","southern hip hop",2016-10-14,2.91821666666667,0.591,0.696,-5.525,0.421,0.187,0.849,77.498
"The Game",44,"rap","southern hip hop",2016-10-14,5.97621666666667,0.511,0.793,-2.208,0.311,0.0431,0.0501,81.331
"The Game",1,"rap","southern hip hop",2011-01-01,3.82466666666667,0.405,0.889,-3.303,0.317,0.0922,0.446,82.918
"The Game",0,"rap","southern hip hop",2011-01-01,3.776,0.675,0.858,-3.758,0.221,0.0577,0.241,92.997
"The Game",0,"rap","southern hip hop",2012-01-01,6.21178333333333,0.381,0.682,-5.254,0.43,0.0207,0.469,71.405
"The Game",0,"rap","southern hip hop",2012-01-01,3.898,0.486,0.655,-7.709,0.302,0.0628,0.733,82.241
"The Game",0,"rap","southern hip hop",2012-01-01,4.81066666666667,0.693,0.698,-7.75,0.273,0.0187,0.172,148.047
"The Game",0,"rap","southern hip hop",2012-01-01,4.69688333333333,0.703,0.478,-7.44,0.317,0.323,0.215,137.977
"A$AP Rocky",68,"rap","southern hip hop",2018-04-05,3.88435,0.469,0.78,-6.49,0.122,0.224,0.13,125.999
"A$AP Rocky",82,"rap","southern hip hop",2018-05-25,3.41733333333333,0.85,0.569,-8.152,0.136,0.0609,0.1,80.02
"Wu-Tang Clan",41,"rap","southern hip hop",2014-11-28,5.41221666666667,0.484,0.913,-4.631,0.444,0.333,0.589,92.715
"Wu-Tang Clan",30,"rap","southern hip hop",2014-11-28,4.43755,0.873,0.651,-8.411,0.236,0.216,0.303,119.988
"Wu-Tang Clan",40,"rap","southern hip hop",2014-11-28,4.42288333333333,0.762,0.666,-8.589,0.356,0.259,0.137,94.066
"Sean Price",24,"rap","southern hip hop",2012-10-30,2.01033333333333,0.591,0.731,-5.867,0.192,0.0916,0.443,79.793
"Sean Price",25,"rap","southern hip hop",2012-10-30,2.58011666666667,0.559,0.778,-5.869,0.432,0.0681,0.681,179.648
"Sean Price",23,"rap","southern hip hop",2012-10-30,3.08186666666667,0.392,0.758,-6.034,0.333,0.0617,0.125,83.601
"Sean Price",25,"rap","southern hip hop",2012-10-30,2.16651666666667,0.675,0.556,-7.419,0.343,0.147,0.211,90.411
"Sean Price",16,"rap","southern hip hop",2012-10-30,2.59805,0.353,0.882,-6.275,0.604,0.013,0.0807,83.744
"Sean Price",18,"rap","southern hip hop",2012-10-30,3.80246666666667,0.45,0.87,-5.457,0.208,0.0259,0.227,79.999
"Sean Price",21,"rap","southern hip hop",2012-10-30,3.08585,0.463,0.878,-5.194,0.409,0.00524,0.273,80.145
"Sean Price",17,"rap","southern hip hop",2012-10-30,2.8783,0.592,0.849,-5.185,0.346,0.185,0.179,79.776
"The Carters",67,"rap","southern hip hop",2018-06-18,4.41421666666667,0.706,0.785,-6.475,0.271,0.0131,0.164,160.033
"Wiz Khalifa",46,"rap","southern hip hop",2018-07-13,2.77551666666667,0.819,0.733,-6.071,0.394,0.0606,0.728,75.007
"Wiz Khalifa",49,"rap","southern hip hop",2018-07-13,6.66208333333333,0.586,0.699,-7.049,0.261,0.0729,0.211,123.991
"The Carters",48,"rap","southern hip hop",2018-06-18,5.25066666666667,0.498,0.688,-6.58,0.452,0.18,0.481,147.899
"The Carters",50,"rap","southern hip hop",2018-06-18,3.81711666666667,0.651,0.906,-5.29,0.228,0.0114,0.169,81.994
"Rapsody",28,"rap","southern hip hop",2016-11-17,2.917,0.523,0.885,-5.933,0.375,0.0239,0.102,82.29
"Rapsody",27,"rap","southern hip hop",2016-11-17,3.21785,0.52,0.744,-7.157,0.378,0.0182,0.365,169.23
"Rapsody",26,"rap","southern hip hop",2016-11-17,2.73501666666667,0.548,0.754,-6.493,0.289,0.0823,0.322,94.593
"Ab-Soul",36,"rap","southern hip hop",2014-06-24,5.61893333333333,0.491,0.617,-9.369,0.402,0.163,0.312,90.197
"Rapsody",36,"rap","southern hip hop",2017-09-22,3.24533333333333,0.417,0.737,-7.188,0.336,0.23,0.467,165.183
"Rapsody",42,"rap","southern hip hop",2017-09-22,5.57978333333333,0.441,0.854,-5.509,0.486,0.00274,0.175,81.309
"Rapsody",30,"rap","southern hip hop",2017-09-22,3.22021666666667,0.78,0.647,-6.331,0.164,0.0861,0.0873,116.976
"Rapsody",31,"rap","southern hip hop",2017-09-22,4.15378333333333,0.675,0.695,-6.916,0.405,0.263,0.218,80.345
"Rapsody",16,"rap","southern hip hop",2012-08-28,4.18283333333333,0.621,0.73,-10.634,0.423,0.0414,0.312,86.103
"Rapsody",5,"rap","southern hip hop",2012-02-24,3.3878,0.632,0.688,-11.117,0.517,0.0741,0.169,86.98
"Ludacris",28,"rap","southern hip hop",2010-01-01,5.29421666666667,0.387,0.678,-7.219,0.313,0.0416,0.257,79.084
"Ludacris",26,"rap","southern hip hop",2010-01-01,3.49133333333333,0.458,0.683,-10.029,0.415,0.0449,0.104,77.959
"Fredro Starr",13,"rap","southern hip hop",2013-12-25,3.30008333333333,0.542,0.654,-6.304,0.316,0.151,0.129,176.474
"Fredro Starr",14,"rap","southern hip hop",2013-12-25,3.5681,0.772,0.551,-6.896,0.0906,0.0433,0.149,91.048
"Fredro Starr",7,"rap","southern hip hop",2013-12-25,3.2808,0.436,0.765,-5.369,0.238,0.0457,0.249,93.104
"Fredro Starr",9,"rap","southern hip hop",2013-12-25,3.90035,0.763,0.708,-6.307,0.116,0.0869,0.234,93.02
"La Coka Nostra",32,"rap","southern hip hop",2012-07-31,4.01221666666667,0.358,0.975,-4.979,0.392,0.0553,0.363,84.133
"La Coka Nostra",38,"rap","southern hip hop",2012-07-31,3.73091666666667,0.53,0.899,-4.277,0.192,0.0292,0.453,97.858
"La Coka Nostra",36,"rap","southern hip hop",2012-07-31,3.27706666666667,0.592,0.934,-4.611,0.0795,0.000734,0.116,89.977
"La Coka Nostra",32,"rap","southern hip hop",2012-07-31,4.59508333333333,0.524,0.864,-5.281,0.393,0.00823,0.215,124.988
"La Coka Nostra",26,"rap","southern hip hop",2012-07-31,3.5571,0.392,0.898,-4.401,0.339,0.0662,0.116,83.933
"La Coka Nostra",22,"rap","southern hip hop",2012-07-31,2.61863333333333,0.337,0.89,-4.348,0.19,0.000563,0.383,175.776
"La Coka Nostra",27,"rap","southern hip hop",2012-07-31,4.51995,0.55,0.798,-6.024,0.0965,0.00041,0.75,94.963
"La Coka Nostra",27,"rap","southern hip hop",2012-07-31,2.75286666666667,0.542,0.902,-4.512,0.279,0.0598,0.07,95.326
"Stephen Marley",1,"rap","southern hip hop",2016-07-22,5.17933333333333,0.577,0.811,-4.868,0.0835,0.318,0.165,155.992
"Stephen Marley",0,"rap","southern hip hop",2016-07-22,4.05773333333333,0.598,0.807,-6.43,0.0811,0.187,0.183,83.029
"A$AP Rocky",57,"rap","southern hip hop",2015-05-26,5.05,0.7,0.641,-8.673,0.317,0.0162,0.206,149.992
"A$AP Rocky",1,"rap","southern hip hop",2013-01-11,3.78466666666667,0.781,0.754,-3.61,0.0894,0.36,0.0867,120.521
"A$AP Rocky",56,"rap","southern hip hop",2015-05-26,3.89,0.779,0.629,-6.797,0.274,0.00311,0.254,116.53
"A$AP Rocky",68,"rap","southern hip hop",2015-05-26,2.116,0.489,0.718,-5.989,0.11,0.0122,0.0546,207.986
"A$AP Rocky",62,"rap","southern hip hop",2015-05-26,4.25421666666667,0.897,0.598,-7.164,0.0466,0.492,0.0646,119.966
"Noke D, D-Gotti, D-Reck, Tyte Eyes & Mike D",0,"rap","southern hip hop",2004-01-01,4.03533333333333,0.909,0.783,-6.816,0.297,0.00676,0.0846,88.61
"Big Steve",9,"rap","southern hip hop",2000-12-12,3.83733333333333,0.762,0.565,-5.789,0.31,0.119,0.318,84.997
"T.I.",53,"rap","southern hip hop",2003-08-19,5.79178333333333,0.601,0.768,-5.712,0.386,0.141,0.482,152.45
"Big Moe featuring D-Gotti, Noke D & D-Wreck",0,"rap","southern hip hop",NA,5.54266666666667,0.899,0.397,-6.845,0.269,0.192,0.156,99.951
"8Ball & MJG",37,"rap","southern hip hop",2015-03-03,4.50488333333333,0.883,0.563,-11.518,0.253,0.0518,0.0961,86.907
"Wreckshop Family",0,"rap","southern hip hop",2004-01-01,4.75911666666667,0.793,0.557,-7.185,0.153,0.139,0.377,75.755
"DJ Screw & The Screwed Up Click",2,"rap","southern hip hop",2008-02-12,0.76755,0.504,0.741,-12.006,0.211,0.956,0.553,170.119
"Big Moe",0,"rap","southern hip hop",NA,4.35711666666667,0.893,0.437,-10.518,0.122,0.0227,0.602,104.443
"South Park Mexican",13,"rap","southern hip hop",NA,4.74,0.812,0.625,-5.543,0.133,0.0385,0.0714,81.018
"Big Moe",7,"rap","southern hip hop",2002-01-01,3.98155,0.853,0.638,-6.368,0.163,0.0164,0.0276,100.993
"Fat Pat",0,"rap","southern hip hop",1998-01-01,4.21155,0.912,0.456,-7.611,0.131,0.0142,0.111,93.222
"Lil' Flip",42,"rap","southern hip hop",2002-08-19,4.72888333333333,0.594,0.635,-4.259,0.47,0.249,0.454,75.035
"DJ Screw & The Screwed Up Click",2,"rap","southern hip hop",2008-02-12,0.766666666666667,0.399,0.841,-10.442,0.699,0.994,0.448,151.021
"Fat Pat",0,"rap","southern hip hop",NA,5.43778333333333,0.735,0.652,-5.257,0.274,0.0266,0.169,168.403
"Big Pokey",12,"rap","southern hip hop",2002-08-06,3.63445,0.794,0.65,-7.148,0.399,0.0569,0.0951,80.011
"Pymp Tyte",22,"rap","southern hip hop",1999-07-20,4.07445,0.801,0.807,-5.913,0.15,0.0817,0.0652,95.99
